timestamp,x,y,z
t_0,1.0,1.26,0.9833333333333333
t_1,1.026,1.5175666666666667,0.9697111111111111
t_2,1.0751566666666668,1.779721764,0.9594223821481481
t_3,1.1456131764000002,2.0526531193235087,0.9529725824846278
t_4,1.236317170692351,2.3419808980498504,0.9510754448857934
t_5,1.346883543428101,2.6529715878318485,0.9546677449990975
t_6,1.4774923478684758,2.990711001361589,0.9649423761941186
t_7,1.6288142132177872,3.360244798981538,0.9833981056875869
t_8,1.8019572717941623,3.766692602574749,1.0119063010873073
t_9,1.998430804872221,4.215339593475181,1.0527963243165408
t_10,2.220121683732517,4.711707416846947,1.1089624006340832
t_11,2.4692802570439603,5.261604099402664,1.18399570798596
t_12,2.748512641279831,5.871150358119401,1.2823462403367
t_13,3.0607764129637878,6.546776945575929,1.4095196503758458
t_14,3.4093764662250017,7.295184326755237,1.5723146642586958
t_15,3.7979572522780254,8.123251767892445,1.779106570815925
t_16,4.230486703839468,9.037877573819308,2.0401813585669744
t_17,4.711225790837451,10.04572547404778,2.3681227314082367
t_18,5.2446757591584845,11.152843831860999,2.778249601314084
t_19,5.835492566428736,12.364114422737728,3.289093442185458
t_20,6.488354752059635,13.68247639378877,3.9228912617707823
t_21,7.207766916232549,15.107859858826343,4.706048435419393
t_22,7.997776210491928,16.635754994593153,5.669493135130138
t_23,8.861574088902051,18.25534141036805,6.848797106919962
t_24,9.800950821048652,19.947117511328653,8.283873121663877
t_25,10.815567490076651,21.680014235376646,10.017977015921613
t_26,11.902012164606651,23.408071924946974,12.095647533649089
t_27,13.052618140640684,25.06692917094451,14.559128500758844
t_28,14.254049243671066,26.570645510805218,17.442775618340196
t_29,15.485708870384482,27.809771017823802,20.76502783065591
t_30,16.718115085128414,28.65206003464353,24.517833932512506
t_31,17.911509580079926,28.947691964914945,28.654109398497294
t_32,19.01512781856343,28.541054177689748,33.07496843404513
t_33,19.96772045447606,27.29063190142742,37.62008720845707
t_34,20.700011599171194,25.09681346115163,42.06620197123531
t_35,21.139691785369237,21.934139886931558,46.139479882816445
t_36,21.21913659552547,17.88016834936579,49.54590332047707
t_37,20.8852397709095,13.129512009560244,52.018696577492854
t_38,20.109666994774575,7.981854519408025,53.3736613993734
t_39,18.89688574723792,2.799477162418296,53.555488125917094
t_40,17.287144888755957,-2.0577090025093936,52.65635577679484
t_41,15.352659499629421,-6.299511859905973,50.89646715276087
t_42,13.187442363675881,-9.751733380714786,48.572085422697114
t_43,10.893524789236814,-12.367147955031989,45.990825592384084
t_44,8.567457514809934,-14.20331152117639,43.41718524838417
t_45,6.290380611211302,-15.382139202099484,41.0425309614877
t_46,4.123128629880224,-16.048742648891142,38.98046836722296
t_47,2.105941502003087,-16.340994057346144,37.27927890787145
t_48,0.26124794606816404,-16.373000302380166,35.94103302796803
t_49,-1.402176878776669,-16.230016085038525,34.939831353555846
t_50,-2.8849607994028545,-15.970407213522485,34.235676050427166
t_51,-4.193505440814818,-15.630806331754684,33.78346467669757
t_52,-5.337235529908805,-15.231968362552221,33.53805099928433
t_53,-6.326708813173147,-14.784069853328425,33.45666899998735
t_54,-7.172444917188675,-14.291001596267254,33.499836210343894
t_55,-7.884300585096533,-13.753618857582069,33.631521462341546
t_56,-8.471232412345087,-13.172076589401017,33.81905754207273
t_57,-8.94131683005068,-12.54740993490993,34.03305322903771
t_58,-9.301926140536604,-11.882501431826967,34.24740881917559
t_59,-9.559983669665641,-11.182547063451613,34.43944609083432
t_60,-9.722240009044238,-10.455111598116414,34.59011053486406
t_61,-9.795527167951455,-9.709854119074457,34.684178630049985
t_62,-9.786959863063755,-8.95800504422276,34.71039859811771
t_63,-9.704064381179656,-8.21168097633116,34.66150432704388
t_64,-9.554826040694806,-7.483127497916441,34.53406435370963
t_65,-9.34765618641697,-6.783977740553272,34.328155785773355
t_66,-9.0912883418306,-6.124603717352793,34.04688121310271
t_67,-8.79461987938282,-5.513618273408113,33.69576976449232
t_68,-8.46651971878535,-4.957560790682114,33.28211767285229
t_69,-8.115623825975026,-4.4607736484338085,32.81432739682343
t_70,-7.750138808220905,-4.025453210672425,32.30129827527658
t_71,-7.377670248466057,-3.651842091676154,31.751908532756303
t_72,-7.005087432787066,-3.3385202311885713,31.174611839401354
t_73,-6.638430712627216,-3.082750693875011,30.577155118173362
t_74,-6.282862710751996,-2.8808405300593964,29.966410583877998
t_75,-5.9426604926827356,-2.728485247444051,29.348305557060584
t_76,-5.621242968158867,-2.621075173309525,28.727828690387504
t_77,-5.321226188673933,-2.5539514024977796,28.109090262513657
t_78,-5.044498710056318,-2.522606948854632,27.495416053055678
t_79,-4.792309533936149,-2.522834610060843,26.889457833302288
t_80,-4.565362041548618,-2.5508268820932702,26.293307667957613
t_81,-4.363908525603083,-2.603235297165422,25.70860727903278
t_82,-4.1878412027593175,-2.6771972264991044,25.136647225333082
t_83,-4.036776805133297,-2.770337921511967,24.578453401187993
t_84,-3.910132916771164,-2.8807547417745174,24.03486033579572
t_85,-3.807195099271499,-3.0069894255627734,23.50657206625074
t_86,-3.7271745319006264,-3.147993099390144,22.99421209852969
t_87,-3.669256388649578,-3.303087620180807,22.498364306302022
t_88,-3.632639511802701,-3.471925863150237,22.019606678326813
t_89,-3.6165681469374547,-3.654452735283045,21.558539717630058
t_90,-3.6203566057720136,-3.8508680087000333,21.115811098729054
t_91,-3.6434077460648155,-4.061591516254019,20.69213795709548
t_92,-3.6852261230837358,-4.287230812834393,20.288327951489645
t_93,-3.7454265920588012,-4.528551057564299,19.90530002265472
t_94,-3.823739038609351,-4.786446592487524,19.54410557759557
t_95,-3.9200097939971683,-5.061913462655717,19.20595065577882
t_96,-4.034200160863024,-5.356021923611574,18.892219475124485
t_97,-4.166382337137879,-5.669887800961037,18.60449960084603
t_98,-4.316732883520195,-6.004641392067497,18.34460881536491
t_99,-4.485523734374925,-6.361392424446475,18.114623576464023
t_100,-4.67311060338208,-6.741189405912019,17.916908714793593
t_101,-4.879918483635073,-7.144971519850574,17.75414771932084
t_102,-5.106423787256624,-7.573511043902877,17.629372565986603
t_103,-5.353132512921249,-8.02734411964207,17.545991533703326
t_104,-5.6205536735933315,-8.506687604558516,17.507812794130537
t_105,-5.90916706668985,-9.011339741952717,17.51906072894618
t_106,-6.219384334216137,-9.540562556218067,17.584380896473284
t_107,-6.55150215641633,-10.09294431349225,17.708828325584847
t_108,-6.905646372123922,-10.666241204527143,17.897832367913594
t_109,-7.281705855364244,-11.257198765072923,18.15712973688498
t_110,-7.6792551463351115,-11.861355637707346,18.492655712194352
t_111,-8.097465195472335,-12.472835306831385,18.910381989769586
t_112,-8.53500220660824,-13.084135608542864,19.41608863456832
t_113,-8.989915546801702,-13.685931276910324,20.01505753388458
t_114,-9.459517119812565,-14.266911548305702,20.71167632990188
t_115,-9.94025656266188,-14.813682658142927,21.508945901484992
t_116,-10.427599172209984,-15.310773262575069,22.407892073376683
t_117,-10.915916581246492,-15.74078812981498,23.40689435074053
t_118,-11.39840373610334,-16.084759829678514,24.5009618028688
t_119,-11.867039345460858,-16.322746731971215,25.681008686828292
t_120,-12.312610084111894,-16.434714876203408,26.93320856545582
t_121,-12.724820563321046,-16.401717597187503,28.23853203151946
t_122,-13.092510266707691,-16.207347648218732,29.5725936442237
t_123,-13.403994004858795,-15.839382187412964,30.905939801848447
t_124,-13.647532823114211,-15.291476368714262,32.20489124594
t_125,-13.811927177674217,-14.564697692061202,33.4330034026073
t_126,-13.887204229112916,-13.668648241611908,34.55312208408033
t_127,-13.865348630362815,-12.621916311996454,35.529898591843214
t_128,-13.741005398526179,-11.451650457604648,36.332507329885004
t_129,-13.512069904434025,-10.192163670996514,36.93721237535454
t_130,-13.180079281090274,-8.882639650620915,37.329392325344465
t_131,-12.750335318043337,-7.564191949190354,37.50468081154067
t_132,-12.23172098115804,-6.2766713553172915,37.469015827521794
t_133,-11.636216018573965,-5.055681046079959,37.23758699920789
t_134,-10.978162521324563,-3.9302186574876252,36.83287464696098
t_135,-10.273368134940869,-2.921229136864499,36.28213044803777
t_136,-9.538154235133232,-2.0411630951529065,35.614715592718674
t_137,-8.7884551211352,-1.2944481464011304,34.85967912778581
t_138,-8.039054423661794,-0.6786438433377846,34.04384967879102
t_139,-7.3030133656293925,-0.1859890399420881,33.19057023526535
t_140,-6.591310933060662,0.19493888849114216,32.31907116677051
t_141,-5.912685950905481,0.47767290962824627,31.44438024072006
t_142,-5.2736500648521085,0.6765515671207832,30.57762013528199
t_143,-4.678629901654819,0.8057207173855151,29.726537969516247
t_144,-4.130194839750786,0.8784418319168711,28.896133599921722
t_145,-3.62933117258402,0.9066694772989423,28.0892886780451
t_146,-3.1757311075957237,0.9008433643518319,27.307334941991982
t_147,-2.7680736604009684,0.869837750989707,26.55053098058643
t_148,-2.404282519261901,0.8210170033377506,25.818439071430756
t_149,-2.081752567001936,0.7603559452517352,25.110207794567852
t_150,-1.7975417157765687,0.6925940623816123,24.424773523970746
t_151,-1.5485281379607507,0.6214019344176818,23.760996562805893
t_152,-1.3315351307229075,0.5495457540794308,23.117747403993445
t_153,-1.1434270422426738,0.4790413880521781,22.49395674511199
t_154,-0.9811801992131886,0.4112933866376881,21.888640409801148
t_155,-0.8419328406281009,0.34721700256956384,21.300907802936088
t_156,-0.7230178563083345,0.28734297531283254,20.729960260884916
t_157,-0.6219817731462178,0.2319058600851903,20.17508377957429
t_158,-0.536593009823077,0.18091724882932855,19.63563913327172
t_159,-0.46484198395783644,0.13422550061379437,19.111051300407027
t_160,-0.40493523550067334,0.09156368011947415,18.600799329249476
t_161,-0.35528534393865857,0.0525873679469949,18.104407240199098
t_162,-0.3144980727500932,0.01690390349609732,17.621436211916045
t_163,-0.28135787512547417,-0.015905518631526762,17.151478083814236
t_164,-0.2548126394760794,-0.04626963419111313,16.69415008634177
t_165,-0.23395833894758278,-0.07461567242939857,16.24909065158215
t_166,-0.21802407229576437,-0.1013617480278992,15.81595613712777
t_167,-0.20635783986897785,-0.1269122791477564,15.394418299815165
t_168,-0.19841328379685572,-0.15165576245569945,14.984162371924539
t_169,-0.1937375316627401,-0.17596435568267377,14.584885613851574
t_170,-0.19196021406473346,-0.20019482360730415,14.196296239814838
t_171,-0.19278367501899052,-0.2246904946581442,13.818112634498386
t_172,-0.19597435698290588,-0.24978395336183065,13.450062797504783
t_173,-0.20135531662079836,-0.27580025970221894,13.091883968734436
t_174,-0.20879981092894043,-0.30306054134214755,12.743322401387681
t_175,-0.21822588397026113,-0.3318858499086666,12.404133260521332
t_176,-0.22959188056410168,-0.3626012094646312,12.074080634403833
t_177,-0.24289281345415464,-0.3955398151385796,11.752937653755488
t_178,-0.25815751362259715,-0.4310473638236377,11.440486720773997
t_179,-0.2754464986427012,-0.46948651793505497,11.136519856043673
t_180,-0.29485050057193657,-0.5112415183615393,10.840839177391093
t_181,-0.31648960235089685,-0.5567229747573299,10.553257530836683
t_182,-0.34051293959154016,-0.6063728708735966,10.273599300343378
t_183,-0.3670989327197458,-0.6606698302710368,10.001701430421718
t_184,-0.3964560224748749,-0.7201346939249615,9.737414704172865
t_185,-0.42882388961988355,-0.7853364662506296,9.480605329425586
t_186,-0.46447514728295813,-0.8568986901485379,9.23115689768875
t_187,-0.5037175015695161,-0.9355063148898201,8.988972795203518
t_188,-0.5468963829015465,-1.0219131229996237,8.75397916303448
t_189,-0.5943980569113543,-1.1169497835794697,8.526128524592975
t_190,-0.6466532295781658,-1.2215325993989088,8.305404225080768
t_191,-0.7041411665602402,-1.3366730130358,8.091825859082977
t_192,-0.7673943512077962,-1.4634879325421393,7.885455901121184
t_193,-0.8370037093412305,-1.603210928402715,7.686407800816222
t_194,-0.9136244312473789,-1.7572043393263068,7.494855861067085
t_195,-0.9979824220552717,-1.9269723024488248,7.31104728625632
t_196,-1.090881410094627,-2.1141746908148256,7.1353168701457985
t_197,-1.1932107381666468,-2.3206418934454067,6.968104892287601
t_198,-1.3059538536945228,-2.5483903053761225,6.809978910093583
t_199,-1.4301974988626827,-2.7996382993446765,6.661660273891324
t_200,-1.567141578910882,-3.076822317412858,6.5240563568553185
t_201,-1.7181096527610795,-3.3826125365339186,6.398299682517896
t_202,-1.8845599411383633,-3.71992730948376,6.285795350156448
t_203,-2.068096677972903,-4.091945238756678,6.18827840073294
t_204,-2.2704815340512803,-4.502113276172252,6.107883026927259
t_205,-2.4936447082633775,-4.954148616697052,6.047225796786761
t_206,-2.739695099106745,-5.4520313227655155,6.00950530702555
t_207,-3.010928721472622,-5.99998351491061,5.9986208671231065
t_208,-3.3098342008164208,-6.602429523193379,6.01931287093389
t_209,-3.6390937330541164,-7.263929528133729,6.077327331485774
t_210,-4.001577312562078,-7.98907684005026,6.179606473544602
t_211,-4.400327265310896,-8.78234598851616,6.334506053898015
t_212,-4.838529137631422,-9.647875165905607,6.552037857527349
t_213,-5.319463740458841,-10.589162311938246,6.844132099057935
t_214,-5.846433597606781,-11.608649410788848,7.224908559351611
t_215,-6.4226551789249875,-12.707164842600557,7.710936310482976
t_216,-7.051106145292545,-13.883189793984705,8.32144872306125
t_217,-7.734314510161761,-15.131913434437632,9.0784618725059
t_218,-8.474074402589348,-16.444045569033822,10.006719332330569
t_219,-9.271071519233796,-17.804369104588517,11.133354139784043
t_220,-10.124401277769268,-19.19004421413914,12.487120489291236
t_221,-11.030965571406256,-20.56872994339875,14.097007691197593
t_222,-11.984742008605505,-21.896676938944015,15.990017004630836
t_223,-12.975935501639356,-23.11707564682696,18.18787679076427
t_224,-13.990049516158116,-24.159119669330504,20.702523568808004
t_225,-15.006956531475355,-24.938449038790928,23.530329078047025
t_226,-16.000105782206912,-25.359826120760495,26.64535584284126
t_227,-16.93607781606227,-25.322972357670775,29.992412025870912
t_228,-17.77476727022312,-24.732306182975986,33.48133267568275
t_229,-18.470521161498407,-23.510688994736924,36.98460700224753
t_230,-18.97453794482226,-21.616078367161958,40.34089760150789
t_231,-19.238691987056228,-19.058289285360562,43.366691324094006
t_232,-19.22065171688666,-15.911355980062819,45.87681179573082
t_233,-18.889722143204278,-12.316202686921457,47.71169646420656
t_234,-18.232370197575996,-8.4695559682518,48.76588102464771
t_235,-17.256088774643576,-4.598748105367324,49.00965832887967
t_236,-15.990354707715952,-0.9273153318328777,48.49629816236063
t_237,-14.484050770127645,2.359388599597982,47.35134455551679
t_238,-12.799706833155081,5.138653283725386,45.746906991405965
t_239,-11.005870821467035,7.358818817740799,43.86925691614599
t_240,-9.169401857546251,9.031780546081142,41.889507971982404
t_241,-7.349283617183512,10.215047542607321,39.94429417290101
t_242,-5.5928505012044285,10.990717122018467,38.12838017942064
t_243,-3.9344937388821393,11.4472751124269,36.496928996991315
t_244,-2.3963168537512356,11.667113500686515,35.073285234500496
t_245,-0.9899738183074605,11.719940691867883,33.85841662108391
t_246,0.28101763271007396,11.660738075665307,32.83950116681768
t_247,1.4189896770055972,11.530530843294686,31.996549865799302
t_248,2.430143793634506,11.358514904829667,31.30692557841495
t_249,3.322980904754022,11.164566709077407,30.748102474665988
t_250,4.1071394851863605,10.96160212151041,30.29914949518273
t_251,4.792585748818766,10.757556823555193,29.94138046425277
t_252,5.389082856292409,10.556938931859511,29.658508787119484
t_253,5.905868463849119,10.361991129824156,29.436537405589064
t_254,6.351480730446623,10.173531208917835,29.263528641136485
t_255,6.733685778293744,9.991543118663198,29.129337751713237
t_256,7.059471512330689,9.81558163190055,29.02535452968106
t_257,7.335082524287675,9.645041204658318,28.944273264629814
t_258,7.56607839232474,9.479327569396352,28.879897709436257
t_259,7.7574033100319015,9.317960543234172,28.82698045881707
t_260,7.913459033352129,9.160628728316238,28.781092759523595
t_261,8.03817600284854,9.007210985495696,28.738519554215756
t_262,8.135079501113255,8.857775374057425,28.696174504732056
t_263,8.207349088407671,8.712563270890417,28.65153025331547
t_264,8.257870506655946,8.571964275875326,28.602559928750757
t_265,8.289279883577883,8.436486014475337,28.547686707095995
t_266,8.304000496667628,8.306721870294245,28.485738999652202
t_267,8.30427263403029,8.183318882647676,28.41590951836084
t_268,8.292177258892028,8.066947433505632,28.337717041731697
t_269,8.26965427635339,7.958273863436697,28.250970167853446
t_270,8.23851623506172,7.857936759584066,28.15573269824896
t_271,8.200458287513955,7.766527328359685,28.052290555308204
t_272,8.157065191598528,7.68457398989973,27.941120307783827
t_273,8.109816071428648,7.612531104879418,27.82285947629567
t_274,8.060087574773725,7.5507715644910105,27.6982788279138
t_275,8.009155973745454,7.499582839547882,27.56825685983852
t_276,7.958198660325697,7.459165992653882,27.433756630575797
t_277,7.908295393558515,7.4296371049670435,27.295805035192625
t_278,7.860429564699368,7.411030551880906,27.155474549851046
t_279,7.815489663417522,7.4033035745270155,27.013867398403967
t_280,7.774271054528471,7.4063416303270735,26.872102026731774
t_281,7.737478112108332,7.419964059684208,26.73130171291827
t_282,7.705726706865919,7.443929671359008,26.592585095618155
t_283,7.6795470033152275,7.477941920808782,26.457058369794566
t_284,7.659386495064583,7.521653429326038,26.325808877955836
t_285,7.645613188490728,7.5746696637361985,26.199899814848376
t_286,7.638518836015275,7.6365516642608355,26.080365762580975
t_287,7.638322118839831,7.706817770426078,25.968208779542085
t_288,7.645171683998456,7.784944350922699,25.864394778504764
t_289,7.65914895069088,7.870365593089218,25.769849945543083
t_290,7.680270614930714,7.962472451653095,25.685456970733895
t_291,7.708490798602952,8.060610895283217,25.61205088344059
t_292,7.743702808270979,8.164079624255688,25.55041430905627
t_293,7.7857404898694496,8.272127463953746,25.501271990614402
t_294,7.834379187277879,8.383950667672652,25.46528444819934
t_295,7.889336335317356,8.498690388642892,25.44304068242715
t_296,7.95027174064991,8.615430605277021,25.435049866419753
t_297,8.01678762711262,8.733196804856044,25.441732014728537
t_298,8.088428544886963,8.85095574811911,25.463407668572202
t_299,8.164681265210177,8.96761664884054,25.500286695303124
t_300,8.244974803573214,9.082034106224686,25.552456366558793
t_301,8.328680733838361,9.193013121046127,25.61986895382738
t_302,8.415113972559137,9.29931650571835,25.702329161063783
t_303,8.503534225875057,9.399674960471906,25.799481799393952
t_304,8.593148299334743,9.492800029202332,25.910800195461515
t_305,8.683113472321502,9.577400066383712,26.03557590785119
t_306,8.772542131727722,9.652199238718778,26.17291039910412
t_307,8.860507842426827,9.715959451354596,26.321709366649582
t_308,8.946053003319603,9.767504930027778,26.480680466026545
t_309,9.02819819599042,9.805749011526554,26.648335155074644
t_310,9.105953277544033,9.829722502556677,26.82299533963464
t_311,9.178330200045298,9.838602771978497,27.002805402306095
t_312,9.244357457238618,9.831742557172072,27.185750041060928
t_313,9.303095967231963,9.808697308400099,27.369678132893075
