timestamp,loss,grad_norm,learning_rate,val_loss
step_0,2.297118193408441,0.29135481998342405,0.001,2.6383464465726774
step_1,2.3002809918260283,0.29362058581085565,0.001,2.600402538169704
step_2,2.279211306463794,0.2866331260751416,0.001,2.6145842419090073
step_3,2.2612880701581086,0.31161488684533606,0.001,2.635388041279799
step_4,2.2585898625791643,0.30552535887219157,0.001,2.575228693895694
step_5,2.2117314798118146,0.3123171097605601,0.001,2.582823626599708
step_6,2.2195058122892504,0.29468383531146075,0.001,2.5683849707446638
step_7,2.176329589356541,0.284386134142772,0.001,2.5174899037378276
step_8,2.2096757979858497,0.28796851636724324,0.001,2.552425163444364
step_9,2.1840581139407043,0.33911634043518213,0.001,2.4782701646043646
step_10,2.17742344099548,0.224273980413743,0.001,2.425438594478236
step_11,2.140963173306733,0.25420949768270024,0.001,2.4883880165944348
step_12,2.1535063783580313,0.23904626293521522,0.001,2.501953177812176
step_13,2.1073741245652933,0.29568780768318575,0.001,2.414663249911391
step_14,2.116980286168005,0.3409318155771883,0.001,2.453679742816979
step_15,2.109039428161209,0.33249740489031493,0.001,2.439750103514893
step_16,2.0769275276536323,0.2641314453091711,0.001,2.374367608577596
step_17,2.086954496847952,0.28749422145013076,0.001,2.4700702980495612
step_18,2.04815762094627,0.24505627000489208,0.001,2.378435469552301
step_19,2.080630298156408,0.325284634541963,0.001,2.4177993632588994
step_20,2.0684439039983054,0.2952986261991848,0.001,2.3360217216038817
step_21,2.017072616635483,0.3476447878658288,0.001,2.2763231569484565
step_22,2.016254915098304,0.3126618679671031,0.001,2.309225387418639
step_23,2.0179996307426977,0.3290389870763283,0.001,2.3903418308611237
step_24,2.003941175891634,0.2695298270678469,0.001,2.2876784245053576
step_25,1.9629967237527928,0.347613677990791,0.001,2.2404412472713005
step_26,1.9663809223793305,0.3374651309644837,0.001,2.2396341710166876
step_27,1.9501416111701813,0.20793568671980417,0.001,2.210188494274547
step_28,1.9329590915308779,0.32078804942583355,0.001,2.258707753433808
step_29,1.932313528351118,0.3130682139599901,0.001,2.2271996386602027
step_30,1.9428163085149974,0.34466775993691035,0.001,2.242449554254473
step_31,1.8894103823895387,0.3451692657172297,0.001,2.184253353586642
step_32,1.9227446285251537,0.2985046703659393,0.001,2.269749350538442
step_33,1.879673135410575,0.37965302071315216,0.001,2.165077674900378
step_34,1.865238073545863,0.24357760636038023,0.001,2.140492868031577
step_35,1.8928101862547737,0.3408187248307364,0.001,2.1973982301209696
step_36,1.805673742847179,0.3355482102285019,0.001,2.093200376601851
step_37,1.8311068122816094,0.2686307816909802,0.001,2.105703520569443
