timestamp,x1,x2,x3,x4,x5
t_0,0.0,0.9489846193555862,0.5984721441039564,-0.5715613187423437,-0.9589242746631385
t_1,0.08323691620031025,0.9719379013633127,0.5297105941184485,-0.6378787095168519,-0.9319854373314468
t_2,0.16589613269341502,0.9881455197079567,0.457272626635812,-0.699768949928969,-0.8985782234807297
t_3,0.24740395925452294,0.9974949866040544,0.3816609920523317,-0.7568024953079283,-0.858934493426592
t_4,0.3271946967961522,0.9999214127628748,0.3034004673678561,-0.8085835085183526,-0.81332939156758
t_5,0.40471456356112473,0.9954079577517649,0.22303421400954807,-0.85475260723884,-0.7620794367656801
t_6,0.479425538604203,0.9839859468739369,0.1411200080598672,-0.8949893582285835,-0.7055403255703919
t_7,0.5508090958869698,0.9657346537574997,0.05822636905261336,-0.9290145012707619,-0.6441044635329318
t_8,0.618369803069737,0.9407807501626629,-0.02507138579516909,-0.9565918873575748,-0.5781982417443089
t_9,0.6816387600233341,0.9092974268256817,-0.10819513453010837,-0.977530117665097,-0.5082790774992584
t_10,0.7401768531960371,0.8715031914412654,-0.19056796287548539,-0.9916838719427692,-0.43483223962507717
t_11,0.793577803248942,0.8276603521259606,-0.27161816826242635,-0.9989549170979283,-0.3583674805089503
t_12,0.8414709848078965,0.7780731968879212,-0.35078322768961984,-0.999292788975378,-0.27941549819892586
t_13,0.8835239987617035,0.7230858817383248,-0.42751370187291454,-0.9926951426001528,-0.19852425313306205
t_14,0.9194449792537551,0.6630800421018357,-0.5012770485883451,-0.9792077684526455,-0.11625516506022966
t_15,0.9489846193555862,0.5984721441039564,-0.5715613187423437,-0.9589242746631385,-0.03317921654755682
t_16,0.9719379013633127,0.5297105941184488,-0.6378787095168515,-0.9319854373314468,0.050127009882172724
t_17,0.9881455197079567,0.4572726266358116,-0.6997689499289693,-0.8985782234807297,0.13308533347919455
t_18,0.9974949866040544,0.3816609920523317,-0.7568024953079283,-0.858934493426592,0.21511998808781552
t_19,0.9999214127628748,0.30340046736785653,-0.8085835085183526,-0.81332939156758,0.29566161820916087
t_20,0.9954079577517649,0.22303421400954765,-0.85475260723884,-0.7620794367656801,0.37415123057121996
t_21,0.9839859468739369,0.1411200080598672,-0.8949893582285835,-0.7055403255703919,0.4500440737806176
t_22,0.9657346537574998,0.0582263690526138,-0.9290145012707619,-0.6441044635329318,0.5228134191296795
t_23,0.9407807501626628,-0.025071385795169533,-0.9565918873575748,-0.5781982417443089,0.5919542163183625
t_24,0.9092974268256817,-0.10819513453010837,-0.977530117665097,-0.5082790774992584,0.6569865987187891
t_25,0.8715031914412654,-0.19056796287548539,-0.9916838719427693,-0.4348322396250764,0.71745921385436
t_26,0.8276603521259606,-0.27161816826242635,-0.9989549170979283,-0.3583674805089511,0.7729523559784826
t_27,0.7780731968879212,-0.35078322768961984,-0.999292788975378,-0.27941549819892586,0.8230808790115055
t_28,0.7230858817383246,-0.42751370187291493,-0.9926951426001527,-0.19852425313306118,0.8674968696188063
t_29,0.663080042101836,-0.5012770485883448,-0.9792077684526456,-0.11625516506023055,0.9058920618777581
t_30,0.5984721441039564,-0.5715613187423437,-0.9589242746631385,-0.03317921654755682,0.9379999767747389
t_31,0.5297105941184485,-0.6378787095168519,-0.9319854373314465,0.05012700988217361,0.9635977716831623
t_32,0.457272626635812,-0.699768949928969,-0.8985782234807301,0.13308533347919366,0.9825077869863731
t_33,0.3816609920523317,-0.7568024953079283,-0.858934493426592,0.21511998808781552,0.9945987791111761
t_34,0.3034004673678561,-0.808583508518353,-0.8133293915675796,0.2956616182091617,0.9997868314142212
t_35,0.22303421400954807,-0.8547526072388395,-0.7620794367656807,0.37415123057121913,0.998035936599308
t_36,0.1411200080598672,-0.8949893582285835,-0.7055403255703919,0.4500440737806176,0.9893582466233818
t_37,0.05822636905261336,-0.9290145012707622,-0.644104463532931,0.5228134191296803,0.9738139883567681
t_38,-0.02507138579516909,-0.9565918873575746,-0.5781982417443097,0.5919542163183619,0.9515110455830011
t_39,-0.10819513453010837,-0.977530117665097,-0.5082790774992584,0.6569865987187891,0.9226042102393402
t_40,-0.19056796287548539,-0.9916838719427693,-0.4348322396250764,0.71745921385436,0.8872941080946944
t_41,-0.27161816826242635,-0.9989549170979283,-0.3583674805089511,0.7729523559784826,0.8458258063211986
t_42,-0.35078322768961984,-0.999292788975378,-0.27941549819892586,0.8230808790115055,0.7984871126234903
t_43,-0.42751370187291493,-0.9926951426001527,-0.19852425313306118,0.8674968696188063,0.745606577730466
t_44,-0.5012770485883448,-0.9792077684526456,-0.11625516506023055,0.9058920618777581,0.6875512151130617
