timestamp,loss,grad_norm,learning_rate,val_loss
step_0,2.297118193408441,0.29135481998342405,0.001,2.6394596051883537
step_1,2.3002809918260283,0.29362058581085565,0.001,2.615376072313113
step_2,2.279211306463794,0.2866331260751416,0.001,2.616753828750459
step_3,2.2612880701581086,0.31161488684533606,0.001,2.6237524544138076
step_4,2.2585898625791643,0.30552535887219157,0.001,2.5826119099191422
step_5,2.2117314798118146,0.3123171097605601,0.001,2.569712818327668
step_6,2.2195058122892504,0.29468383531146075,0.001,2.5630672085406547
step_7,2.176329589356541,0.284386134142772,0.001,2.5125862784118924
step_8,2.2096757979858497,0.28796851636724324,0.001,2.5486591648574852
step_9,2.1840581139407043,0.33911634043518213,0.001,2.489402386746846
step_10,2.17742344099548,0.224273980413743,0.001,2.4516380487004246
step_11,2.140963173306733,0.25420949768270024,0.001,2.4796278941638707
step_12,2.1535063783580313,0.23904626293521522,0.001,2.493479563578696
step_13,2.1073741245652933,0.29568780768318575,0.001,2.4176022476909567
step_14,2.116980286168005,0.3409318155771883,0.001,2.4472956049090544
step_15,2.109039428161209,0.33249740489031493,0.001,2.434965183138392
step_16,2.0769275276536323,0.2641314453091711,0.001,2.3790672913189566
step_17,2.086954496847952,0.28749422145013076,0.001,2.446712755824756
step_18,2.04815762094627,0.24505627000489208,0.001,2.370750734397604
step_19,2.080630298156408,0.325284634541963,0.001,2.4094411897992227
step_20,2.0684439039983054,0.2952986261991848,0.001,2.3502513109352714
step_21,2.017072616635483,0.3476447878658288,0.001,2.2907599410092394
step_22,2.016254915098304,0.3126618679671031,0.001,2.3123813090667755
step_23,2.0179996307426977,0.3290389870763283,0.001,2.3671277456921165
step_24,2.003941175891634,0.2695298270678469,0.001,2.293296400428698
step_25,1.9629967237527928,0.347613677990791,0.001,2.2461095756194376
step_26,1.9663809223793305,0.3374651309644837,0.001,2.2468688009232016
step_27,1.9501416111701813,0.20793568671980417,0.001,2.221013280464934
step_28,1.9329590915308779,0.32078804942583355,0.001,2.246772820709375
